STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;FREQ;Fréquence;GEO_PICT;Pays et territoires insulaires du Pacifique;INDICATOR;Indicateur;SEX;Sexe;URBANIZATION;Urbanisation;DISABILITY;Invalidité;TIME_PERIOD;Période;OBS_VALUE;Valeur observée;UNIT_MEASURE;Unité de mesure;UNIT_MULT;Multiplicateur d'unités;OBS_STATUS;Statut de l'observation;DATA_SOURCE;Source de données;OBS_COMMENT;Commentaire;CONF_STATUS;Confidentialité
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2013;;31.21;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PWD;Personnes sans handicap;2015;;2202;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PWD;Personnes sans handicap;2019;;2585;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2015;;2411;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2019;;3263;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2015;;47.74;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2019;;55.03;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2015;;196;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2015;;197;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2015;;18.2;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2015;;329;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2017;;164;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2016;;86;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2018;;121;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2021;;93;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NU;Niue;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2017;;11.83;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2017;;47.47;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2019;;22936;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2019;;51.23;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2019;;42.96;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2011;;1948;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2019;;1465;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2011;;447;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2019;;286;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2011;;51.05;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2019;;44.65;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2013;;54;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2015;;42;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2013;;11.71;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2015;;16.5;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2015;;395;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;_T;Pas de ventilation par handicap;2015;;2665;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;_T;Pas de ventilation par handicap;2019;;2557;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2015;;4630;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2019;;5912;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2015;;45.99;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2019;;50.95;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;PWD;Personnes sans handicap;2015;;17.67;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TK;Tokelau;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2015;;24;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2015;;161;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2017;;123;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2015;;227;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2017;;284;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2016;;1977;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2018;;2020;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2021;;1427;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PD;Personnes handicapées;2016;;32.56;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PD;Personnes handicapées;2018;;74.7;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2017;;80;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2017;;45.85;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PWD;Personnes sans handicap;2019;;10230;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2019;;18781;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2019;;90.08;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2019;;39.99;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2019;;30.75;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2011;;2473;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2019;;1800;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2013;;2815;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2013;;8650;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2013;;39.47;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2013;;32.09;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2015;;79;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;PD;Personnes handicapées;2015;;25;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;PD;Personnes handicapées;2019;;50;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2015;;327;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2015;;16.52;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2015;;45.07;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2017;;46.12;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2016;;2405;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2018;;2582;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2021;;1628;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2016;;25.9;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2018;;28.59;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2021;;19.37;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2017;;44.25;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;PWD;Personnes sans handicap;2019;;259;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;SB;Salomon;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2012;;11644;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2013;;5488;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2013;;8340;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2013;;39.38;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2013;;43.11;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2013;;229;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2015;;328;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2013;;24.43;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2015;;20.9;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2013;;15.16;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2015;;18.25;;PERCENT;pourcents;;;;;;;;;;
